StoreCode,Name,Year,Month,Day,DayName,Week,Traffic,Customers,Sales,Average Ticket,Salespeople,Sales per Salesperson,Tickets per Salesperson,Products per Ticket,Average Price,Salespeople Working Same Time
17,Antofagasta,2014,12,27,Sábado,51,3374,202,7281286,36,11,661935,18.36,1.6,22543,7.9
17,Antofagasta,2014,12,28,Domingo,51,1879,79,3150978,40,5,630196,15.8,1.53,26041,4.17
17,Antofagasta,2014,12,29,Lunes,52,3873,208,7925147,38,13,609627,16,1.51,25239,9.4
17,Antofagasta,2014,12,30,Martes,52,4413,276,11771986,43,14,840856,19.71,1.45,29430,10.1
17,Antofagasta,2014,12,31,Miércoles,52,2787,218,7530550,35,15,502037,14.53,1.34,25702,11.56
17,Antofagasta,2015,1,1,Jueves,52,0,0,0,0,0,0,0,0,0,0
17,Antofagasta,2015,1,2,Viernes,52,4807,229,10507263,46,12,875605,19.08,1.72,26736,10.29
17,Antofagasta,2015,1,3,Sábado,52,3248,173,8623098,50,10,862310,17.3,1.65,30256,8.57
17,Antofagasta,2015,1,4,Domingo,52,1658,76,2304676,30,6,384113,12.67,1.54,19698,6
17,Antofagasta,2015,1,5,Lunes,1,4393,215,10795454,50,7,1542208,30.71,1.67,30071,6
17,Antofagasta,2015,1,6,Martes,1,3699,217,8869105,41,6,1478184,36.17,2.15,18992,5.14
17,Antofagasta,2015,1,7,Miércoles,1,3299,219,9818308,45,7,1402615,31.29,1.68,26608,6
17,Antofagasta,2015,1,8,Jueves,1,3122,200,8357620,42,8,1044703,25,1.47,28524,6.86
17,Antofagasta,2015,1,9,Viernes,1,3182,220,9471003,43,8,1183875,27.5,1.79,24099,6.86
17,Antofagasta,2015,1,10,Sábado,1,3154,226,12348032,55,7,1764005,32.29,1.76,31103,6
17,Antofagasta,2015,1,11,Domingo,1,1756,98,5122278,52,6,853713,16.33,1.82,28777,6
17,Antofagasta,2015,1,12,Lunes,2,3346,223,12691420,57,6,2115237,37.17,1.8,31571,5.14
17,Antofagasta,2015,1,13,Martes,2,3135,180,10977223,61,8,1372153,22.5,1.79,33985,6.86
17,Antofagasta,2015,1,14,Miércoles,2,2867,164,8060358,49,8,1007545,20.5,1.68,29310,6.86
17,Antofagasta,2015,1,15,Jueves,2,3343,226,9370687,41,8,1171336,28.25,1.58,26175,6.86
17,Antofagasta,2015,1,16,Viernes,2,3316,233,11254506,48,8,1406813,29.13,1.72,28066,6.86
17,Antofagasta,2015,1,17,Sábado,2,3221,176,10989319,62,8,1373665,22,1.76,35449,6.86
17,Antofagasta,2015,1,18,Domingo,2,1708,103,5216650,51,4,1304163,25.75,1.83,27601,4
17,Antofagasta,2015,1,19,Lunes,3,3411,201,8822192,44,8,1102774,25.13,1.71,25646,6.86
17,Antofagasta,2015,1,20,Martes,3,3190,197,7948714,40,8,993589,24.63,1.71,23587,6.86
17,Antofagasta,2015,1,21,Miércoles,3,3233,204,8646504,42,8,1080813,25.5,1.59,26687,6.86
17,Antofagasta,2015,1,22,Jueves,3,2874,182,14415524,79,8,1801941,22.75,1.71,46204,6.86
17,Antofagasta,2015,1,23,Viernes,3,3112,224,10061099,45,8,1257637,28,1.84,24420,6.86
17,Antofagasta,2015,1,24,Sábado,3,2835,181,9789492,54,6,1631582,30.17,1.72,31377,5.14
17,Antofagasta,2015,1,25,Domingo,3,1638,86,4981478,58,4,1245370,21.5,1.51,38319,4
17,Antofagasta,2015,1,26,Lunes,4,3321,191,13150827,69,9,1461203,21.22,1.69,40715,7.71
17,Antofagasta,2015,1,27,Martes,4,2743,160,8775768,55,10,877577,16,2.09,26196,8.57
17,Antofagasta,2015,1,28,Miércoles,4,2983,185,8817801,48,10,881780,18.5,1.59,29891,8.57
17,Antofagasta,2015,1,29,Jueves,4,3059,169,9155191,54,10,915519,16.9,1.85,29344,8.57
17,Antofagasta,2015,1,30,Viernes,4,4158,306,17138727,56,10,1713873,30.6,1.68,33409,8.57
17,Antofagasta,2015,1,31,Sábado,4,3823,235,12004577,51,10,1200458,23.5,1.49,34397,8.57
17,Antofagasta,2015,2,1,Domingo,4,1911,102,4255776,42,8,531972,12.75,1.52,27457,8
17,Antofagasta,2015,2,2,Lunes,5,4163,257,9765804,38,12,813817,21.42,1.58,24054,9.93
17,Antofagasta,2015,2,3,Martes,5,3589,202,10903427,54,12,908619,16.83,2.1,25716,9.57
17,Antofagasta,2015,2,4,Miércoles,5,3458,225,8066554,36,12,672213,18.75,1.5,23936,9.57
17,Antofagasta,2015,2,5,Jueves,5,3575,207,10981431,53,11,998312,18.82,1.62,32780,8.71
17,Antofagasta,2015,2,6,Viernes,5,3766,214,10647342,50,11,967940,19.45,1.48,33588,8.71
17,Antofagasta,2015,2,7,Sábado,5,3406,191,10024928,52,11,911357,17.36,1.81,29058,9.07
17,Antofagasta,2015,2,8,Domingo,5,1678,90,4831021,54,8,603878,11.25,1.66,32423,8
17,Antofagasta,2015,2,9,Lunes,6,3669,222,10442615,47,11,949329,20.18,1.5,31454,9.07
17,Antofagasta,2015,2,10,Martes,6,3354,215,9651121,45,11,877375,19.55,1.58,28386,8.71
17,Antofagasta,2015,2,11,Miércoles,6,3124,191,8548692,45,11,777154,17.36,1.63,27400,8.71
17,Antofagasta,2015,2,12,Jueves,6,2858,151,4722306,31,12,393526,12.58,1.48,21082,9.57
17,Antofagasta,2015,2,13,Viernes,6,3312,235,11600256,49,12,966688,19.58,1.77,27818,9.57
17,Antofagasta,2015,2,14,Sábado,6,2911,183,9008092,49,12,750674,15.25,1.62,30433,9.93
17,Antofagasta,2015,2,15,Domingo,6,1715,106,5153535,49,8,644192,13.25,1.61,30138,8
17,Antofagasta,2015,2,16,Lunes,7,3565,204,9418857,46,18,523270,11.33,1.51,30482,17
17,Antofagasta,2015,2,17,Martes,7,3023,197,9970946,51,19,524787,10.37,1.86,27169,16.74
17,Antofagasta,2015,2,18,Miércoles,7,2806,147,6847103,47,20,342355,7.35,1.62,28769,17.98
17,Antofagasta,2015,2,19,Jueves,7,2864,170,7399298,44,21,352348,8.1,1.58,27507,19.21
17,Antofagasta,2015,2,20,Viernes,7,3171,186,10854173,58,20,542709,9.3,1.65,35356,17.98
17,Antofagasta,2015,2,21,Sábado,7,2693,151,7476819,50,17,439813,8.88,1.68,29553,15.74
17,Antofagasta,2015,2,22,Domingo,7,1441,77,3045024,40,9,338336,8.56,1.4,28195,9.89
17,Antofagasta,2015,2,23,Lunes,8,3237,178,9258847,52,19,487308,9.37,1.59,32717,17.45
17,Antofagasta,2015,2,24,Martes,8,2972,204,10663983,52,22,484727,9.27,1.69,31000,19.69
17,Antofagasta,2015,2,25,Miércoles,8,3033,180,10315656,57,23,448507,7.83,1.64,34968,20.93
17,Antofagasta,2015,2,26,Jueves,8,2877,196,6739043,34,21,320907,9.33,1.51,22844,19.21
17,Antofagasta,2015,2,27,Viernes,8,4071,236,11220090,48,21,534290,11.24,1.57,30325,19.21
17,Antofagasta,2015,2,28,Sábado,8,4155,230,10514720,46,20,525736,11.5,1.63,28039,18.71
17,Antofagasta,2015,3,1,Domingo,8,2338,141,7594918,54,0,0,0,1.6,33606,0
17,Antofagasta,2015,3,2,Lunes,9,4008,255,11333653,44,0,0,0,1.58,28123,0
17,Antofagasta,2015,3,3,Martes,9,3753,235,10297487,44,0,0,0,1.56,28135,0
17,Antofagasta,2015,3,4,Miércoles,9,3166,207,12034305,58,0,0,0,1.76,33061,0
17,Antofagasta,2015,3,5,Jueves,9,3599,236,14781855,63,0,0,0,1.69,36955,0
17,Antofagasta,2015,3,6,Viernes,9,3758,245,16485254,67,0,0,0,1.49,45042,0
17,Antofagasta,2015,3,7,Sábado,9,3874,259,14956160,58,0,0,0,1.64,35108,0
17,Antofagasta,2015,3,8,Domingo,9,2314,162,9694619,60,0,0,0,1.55,38624,0
17,Antofagasta,2015,3,9,Lunes,10,3528,253,12602224,50,0,0,0,1.5,33251,0
17,Antofagasta,2015,3,10,Martes,10,3068,188,12992725,69,0,0,0,1.84,37660,0
17,Antofagasta,2015,3,11,Miércoles,10,2789,171,8603346,50,0,0,0,1.67,30082,0
17,Antofagasta,2015,3,12,Jueves,10,2812,191,10225962,54,0,0,0,1.56,34315,0
17,Antofagasta,2015,3,13,Viernes,10,3198,230,12735787,55,0,0,0,1.93,28749,0
17,Antofagasta,2015,3,14,Sábado,10,3392,243,13950920,57,0,0,0,1.71,33617,0
17,Antofagasta,2015,3,15,Domingo,10,2043,127,6863908,54,0,0,0,1.6,33812,0
17,Antofagasta,2015,3,16,Lunes,11,3097,236,12507415,53,0,0,0,1.64,32403,0
17,Antofagasta,2015,3,17,Martes,11,2860,0,0,0,0,0,0,0,0,0
17,Antofagasta,2015,3,18,Miércoles,11,2562,210,10629346,51,0,0,0,1.67,30283,0
17,Antofagasta,2015,3,19,Jueves,11,2261,171,10417014,61,0,0,0,1.74,35074,0
17,Antofagasta,2015,3,20,Viernes,11,2828,244,15718574,64,0,0,0,2.07,31126,0
17,Antofagasta,2015,3,21,Sábado,11,2943,239,14737231,62,0,0,0,1.68,36660,0
17,Antofagasta,2015,3,22,Domingo,11,1780,114,9536555,84,0,0,0,1.46,57105,0
17,Antofagasta,2015,3,23,Lunes,12,2921,199,11363394,57,0,0,0,1.81,31565,0
17,Antofagasta,2015,3,24,Martes,12,2278,165,8048920,49,0,0,0,1.59,30721,0
17,Antofagasta,2015,3,25,Miércoles,12,0,0,0,0,0,0,0,0,0,0
17,Antofagasta,2015,3,26,Jueves,12,2109,146,8783518,60,0,0,0,1.71,35275,0
17,Antofagasta,2015,3,27,Viernes,12,3287,255,17454862,68,0,0,0,1.81,37863,0
17,Antofagasta,2015,3,28,Sábado,12,3235,230,12449675,54,0,0,0,1.73,31202,0
17,Antofagasta,2015,3,29,Domingo,12,1933,132,9346717,71,0,0,0,1.74,40638,0
17,Antofagasta,2015,3,30,Lunes,13,3512,246,16621527,68,0,0,0,1.84,36692,0
17,Antofagasta,2015,3,31,Martes,13,3465,291,14225277,49,0,0,0,1.57,31196,0
17,Antofagasta,2015,4,1,Miércoles,13,1772,265,15454320,58,19,813385,13.95,1.57,37061,26.1
17,Antofagasta,2015,4,2,Jueves,13,2328,240,15725438,66,16,982840,15,1.65,39811,22.76
17,Antofagasta,2015,4,3,Viernes,13,0,0,0,0,3,0,0,0,0,3.71
17,Antofagasta,2015,4,4,Sábado,13,3180,221,14034192,64,13,1079553,17,1.77,35893,20.48
17,Antofagasta,2015,4,5,Domingo,13,1965,122,5596207,46,12,466351,10.17,1.89,24226,19
17,Antofagasta,2015,4,6,Lunes,14,3276,266,16377804,62,18,909878,14.78,1.56,39560,24.67
17,Antofagasta,2015,4,7,Martes,14,3231,216,14290493,66,15,952700,14.4,1.79,37022,22.76
17,Antofagasta,2015,4,8,Miércoles,14,3234,196,11090502,57,15,739367,13.07,1.94,29109,22.76
17,Antofagasta,2015,4,9,Jueves,14,2870,192,10334038,54,12,861170,16,1.72,31221,12.1
17,Antofagasta,2015,4,10,Viernes,14,3148,218,13961497,64,19,734816,11.47,2.2,29147,25.71
17,Antofagasta,2015,4,11,Sábado,14,3184,211,14127429,67,17,831025,12.41,1.95,34290,24
17,Antofagasta,2015,4,12,Domingo,14,1810,123,6833620,56,12,569468,10.25,1.57,35407,19
17,Antofagasta,2015,4,13,Lunes,15,3129,194,12906942,67,16,806684,12.13,1.79,37089,23.48
17,Antofagasta,2015,4,14,Martes,15,2620,167,11674803,70,18,648600,9.28,1.8,38916,26.95
17,Antofagasta,2015,4,15,Miércoles,15,2951,242,16256481,67,19,855604,12.74,1.69,39747,28.19
17,Antofagasta,2015,4,16,Jueves,15,2954,182,12436422,68,18,690912,10.11,2.73,25073,23.24
17,Antofagasta,2015,4,17,Viernes,15,3399,215,13927024,65,20,696351,10.75,2.07,31297,27.81
17,Antofagasta,2015,4,18,Sábado,15,3317,214,11408445,53,18,633803,11.89,1.69,31515,22.71
17,Antofagasta,2015,4,19,Domingo,15,1917,87,6567617,75,9,729735,9.67,1.71,44078,15.11
17,Antofagasta,2015,4,20,Lunes,16,3225,209,12890629,62,20,644531,10.45,1.7,36312,29.38
17,Antofagasta,2015,4,21,Martes,16,2889,175,12564651,72,19,661297,9.21,1.83,39265,27.81
17,Antofagasta,2015,4,22,Miércoles,16,2607,177,9952967,56,20,497648,8.85,1.67,33625,29.05
17,Antofagasta,2015,4,23,Jueves,16,2622,191,11318900,59,21,538995,9.1,1.82,32619,29.05
17,Antofagasta,2015,4,24,Viernes,16,2892,187,11477305,61,21,546538,8.9,1.78,34466,27.81
17,Antofagasta,2015,4,25,Sábado,16,3103,204,12797235,63,15,853149,13.6,1.78,35157,19.76
17,Antofagasta,2015,4,26,Domingo,16,1962,98,6235107,64,12,519592,8.17,1.8,35427,20.44
17,Antofagasta,2015,4,27,Lunes,17,2939,171,9629025,56,17,566413,10.06,1.92,29357,23.57
17,Antofagasta,2015,4,28,Martes,17,2685,199,12131774,61,20,606589,9.95,1.65,36987,29.05
17,Antofagasta,2015,4,29,Miércoles,17,2946,227,12055641,53,23,524158,9.87,1.75,30291,33.14
17,Antofagasta,2015,4,30,Jueves,17,3695,250,13569701,54,17,798218,14.71,1.68,32232,23.62
17,Antofagasta,2015,5,1,Viernes,17,0,0,0,0,3,0,0,0,0,3.71
17,Antofagasta,2015,5,2,Sábado,17,4975,317,18545836,59,21,883135,15.1,1.56,37542,27.76
17,Antofagasta,2015,5,3,Domingo,17,2337,146,9391360,64,13,722412,11.23,1.83,35174,21
17,Antofagasta,2015,5,4,Lunes,18,3876,257,15163400,59,18,842411,14.28,1.77,33326,27.29
17,Antofagasta,2015,5,5,Martes,18,3946,221,13707099,62,20,685355,11.05,1.7,36455,29.05
17,Antofagasta,2015,5,6,Miércoles,18,3514,249,14858952,60,21,707569,11.86,1.88,31818,30.29
17,Antofagasta,2015,5,7,Jueves,18,3310,241,14208817,59,18,789379,13.39,1.7,34656,26.1
17,Antofagasta,2015,5,8,Viernes,18,3595,279,15980116,57,24,665838,11.63,1.75,32746,35.71
17,Antofagasta,2015,5,9,Sábado,18,4660,395,23370092,59,19,1230005,20.79,1.64,36177,27.67
17,Antofagasta,2015,5,10,Domingo,18,2492,125,7906563,63,8,988320,15.63,1.62,39141,8.89
17,Antofagasta,2015,5,11,Lunes,19,3305,178,10173030,57,21,484430,8.48,1.46,39127,29.76
17,Antofagasta,2015,5,12,Martes,19,2916,189,12869821,68,21,612849,9,1.61,42196,28.29
17,Antofagasta,2015,5,13,Miércoles,19,2680,171,10676533,62,23,464197,7.43,1.76,35470,34.48
17,Antofagasta,2015,5,14,Jueves,19,2871,183,11539699,63,20,576985,9.15,1.88,33546,28.19
17,Antofagasta,2015,5,15,Viernes,19,3404,218,11039999,51,22,501818,9.91,1.66,30582,31.52
17,Antofagasta,2015,5,16,Sábado,19,3566,223,16701958,75,19,879050,11.74,1.78,42177,23.57
17,Antofagasta,2015,5,17,Domingo,19,2005,100,8885298,89,11,807754,9.09,1.75,50773,19
17,Antofagasta,2015,5,18,Lunes,20,3304,211,10915134,52,21,519768,10.05,1.72,30069,29
17,Antofagasta,2015,5,19,Martes,20,2998,203,18321827,90,21,872468,9.67,1.98,45577,27.81
17,Antofagasta,2015,5,20,Miércoles,20,3083,217,7522622,35,20,376131,10.85,1.55,22389,26.57
17,Antofagasta,2015,5,21,Jueves,20,1877,78,5068234,65,17,298131,4.59,1.81,35945,22
17,Antofagasta,2015,5,22,Viernes,20,3775,199,13226868,66,18,734826,11.06,1.81,36741,25.33
17,Antofagasta,2015,5,23,Sábado,20,2977,182,15236273,84,17,896251,10.71,1.64,50957,24.81
17,Antofagasta,2015,5,24,Domingo,20,1676,73,5197466,71,13,399805,5.62,1.52,46824,22.44
17,Antofagasta,2015,5,25,Lunes,21,3189,190,11971960,63,20,598598,9.5,1.77,35525,26.05
17,Antofagasta,2015,5,26,Martes,21,2687,174,10460682,60,18,581149,9.67,1.57,38318,25.33
17,Antofagasta,2015,5,27,Miércoles,21,2784,173,9177216,53,19,483011,9.11,1.76,30188,26.57
17,Antofagasta,2015,5,28,Jueves,21,2706,156,11842208,76,21,563915,7.43,1.72,44023,29.43
17,Antofagasta,2015,5,29,Viernes,21,3680,227,15307948,67,22,695816,10.32,1.6,42171,31.52
17,Antofagasta,2015,5,30,Sábado,21,4057,239,13354156,56,20,667708,11.95,1.73,32256,26.52
17,Antofagasta,2015,5,31,Domingo,21,2455,143,9316952,65,13,716689,11,1.73,37568,21
17,Antofagasta,2015,6,1,Lunes,22,3607,220,8515041,39,19,448160,11.58,1.47,26281,17.71
17,Antofagasta,2015,6,2,Martes,22,3490,208,11639316,56,19,612596,10.95,1.65,33835,17.43
17,Antofagasta,2015,6,3,Miércoles,22,3312,213,9591361,45,19,504808,11.21,1.52,29695,17.43
17,Antofagasta,2015,6,4,Jueves,22,3254,178,12951797,73,19,681674,9.37,1.69,43173,17.43
17,Antofagasta,2015,6,5,Viernes,22,3755,220,16305476,74,19,858183,11.58,1.71,43251,17.14
17,Antofagasta,2015,6,6,Sábado,22,3651,238,15074461,63,19,793393,12.53,1.7,37313,18
17,Antofagasta,2015,6,7,Domingo,22,2381,158,10239438,65,19,538918,8.32,1.8,35928,23
17,Antofagasta,2015,6,8,Lunes,23,3701,242,15211654,63,19,800613,12.74,1.79,35212,18
17,Antofagasta,2015,6,9,Martes,23,3134,208,15419677,74,19,811562,10.95,1.7,43558,17.14
17,Antofagasta,2015,6,10,Miércoles,23,3245,225,12262494,55,19,645394,11.84,1.65,33053,17.14
17,Antofagasta,2015,6,11,Jueves,23,2486,144,9442481,66,19,496973,7.58,1.81,36317,17.71
17,Antofagasta,2015,6,12,Viernes,23,3093,188,11127233,59,19,585644,9.89,1.69,34991,17.43
17,Antofagasta,2015,6,13,Sábado,23,3183,233,19215530,82,19,1011344,12.26,1.85,44584,17.71
17,Antofagasta,2015,6,14,Domingo,23,1915,114,10333605,91,19,543874,6,1.84,49208,23
17,Antofagasta,2015,6,15,Lunes,24,3071,206,13043117,63,19,686480,10.84,1.9,33273,17.43
17,Antofagasta,2015,6,16,Martes,24,2900,215,12623051,59,19,664371,11.32,1.67,35162,17.43
17,Antofagasta,2015,6,17,Miércoles,24,2844,171,9592658,56,19,504877,9,1.74,32299,17.43
17,Antofagasta,2015,6,18,Jueves,24,2857,188,11236224,60,19,591380,9.89,1.95,30700,17.71
17,Antofagasta,2015,6,19,Viernes,24,2995,218,14126081,65,19,743478,11.47,1.67,38702,17.43
17,Antofagasta,2015,6,20,Sábado,24,3724,279,19618817,70,19,1032569,14.68,1.86,37728,18
17,Antofagasta,2015,6,21,Domingo,24,2095,112,8255367,74,19,434493,5.89,1.69,43679,22.67
17,Antofagasta,2015,6,22,Lunes,25,2914,202,14646250,73,19,770855,10.63,1.71,42453,18
17,Antofagasta,2015,6,23,Martes,25,2778,178,10177680,57,15,678512,11.87,1.52,37695,11.25
17,Antofagasta,2015,6,24,Miércoles,25,2256,152,9936421,65,19,522970,8,1.75,37355,17.43
17,Antofagasta,2015,6,25,Jueves,25,2653,152,11325394,75,19,596073,8,1.79,41637,17.71
17,Antofagasta,2015,6,26,Viernes,25,2966,198,13416715,68,19,706143,10.42,1.74,38889,17.43
17,Antofagasta,2015,6,27,Sábado,25,3544,250,17243414,69,15,1149561,16.67,1.76,39190,11.25
17,Antofagasta,2015,6,28,Domingo,25,2177,99,6926153,70,19,364534,5.21,1.81,38694,22.67
17,Antofagasta,2015,6,29,Lunes,26,2061,84,3898790,46,19,205199,4.42,1.45,31957,14.25
17,Antofagasta,2015,6,30,Martes,26,3620,143,7654441,54,11,695858,13,1.81,29554,8.25
17,Antofagasta,2015,7,1,Miércoles,26,3763,215,14903036,69,0,0,0,1.69,40942,0
17,Antofagasta,2015,7,2,Jueves,26,3406,204,12594750,62,0,0,0,1.87,32971,0
17,Antofagasta,2015,7,3,Viernes,26,3437,263,12719743,48,0,0,0,1.59,30357,0
17,Antofagasta,2015,7,4,Sábado,26,1961,148,10097703,68,0,0,0,1.65,41384,0
17,Antofagasta,2015,7,5,Domingo,26,2089,127,7234497,57,0,0,0,1.57,36172,0
17,Antofagasta,2015,7,6,Lunes,27,3790,239,15629846,65,0,0,0,1.53,42704,0
17,Antofagasta,2015,7,7,Martes,27,3275,217,10142553,47,0,0,0,1.79,26141,0
17,Antofagasta,2015,7,8,Miércoles,27,3085,225,11182386,50,0,0,0,1.78,27956,0
17,Antofagasta,2015,7,9,Jueves,27,2999,207,12749721,62,0,0,0,1.73,35515,0
17,Antofagasta,2015,7,10,Viernes,27,3295,222,15744862,71,0,0,0,1.79,39660,0
17,Antofagasta,2015,7,11,Sábado,27,3165,226,14252388,63,0,0,0,2.15,29386,0
17,Antofagasta,2015,7,12,Domingo,27,1887,107,7525346,70,0,0,0,1.71,41122,0
17,Antofagasta,2015,7,13,Lunes,28,3033,179,10507594,59,0,0,0,1.65,35619,0
17,Antofagasta,2015,7,14,Martes,28,2835,203,12803269,63,0,0,0,1.78,35466,0
17,Antofagasta,2015,7,15,Miércoles,28,3356,221,15147231,69,0,0,0,1.71,40072,0
17,Antofagasta,2015,7,16,Jueves,28,2446,150,10008385,67,0,0,0,1.67,39874,0
17,Antofagasta,2015,7,17,Viernes,28,3691,279,18216519,65,0,0,0,1.97,33181,0
17,Antofagasta,2015,7,18,Sábado,28,2759,165,11916630,72,0,0,0,2.16,33380,0
17,Antofagasta,2015,7,19,Domingo,28,1576,105,6313966,60,0,0,0,1.7,35472,0
17,Antofagasta,2015,7,20,Lunes,29,3317,202,14325209,71,0,0,0,1.75,40467,0
17,Antofagasta,2015,7,21,Martes,29,2963,194,12244465,63,0,0,0,1.78,35389,0
17,Antofagasta,2015,7,22,Miércoles,29,2809,189,13574025,72,0,0,0,1.92,37394,0
17,Antofagasta,2015,7,23,Jueves,29,2666,168,7812051,47,0,0,0,1.74,26662,0
17,Antofagasta,2015,7,24,Viernes,29,2784,176,8504996,48,0,0,0,2.11,22925,0
17,Antofagasta,2015,7,25,Sábado,29,3010,183,10738525,59,0,0,0,1.69,34753,0
17,Antofagasta,2015,7,26,Domingo,29,1697,96,6199376,65,0,0,0,2.22,29105,0
17,Antofagasta,2015,7,27,Lunes,30,2937,180,9377482,52,0,0,0,1.82,28677,0
17,Antofagasta,2015,7,28,Martes,30,2605,185,8447169,46,0,0,0,2.01,22769,0
17,Antofagasta,2015,7,29,Miércoles,30,2633,151,9567491,63,0,0,0,1.83,34540,0
17,Antofagasta,2015,7,30,Jueves,30,2966,199,13597087,68,0,0,0,2.18,31330,0
17,Antofagasta,2015,7,31,Viernes,30,4202,303,20595012,68,0,0,0,1.71,39682,0
17,Antofagasta,2015,8,1,Sábado,30,3942,270,17852231,66,0,0,0,2.06,32108,0
17,Antofagasta,2015,8,2,Domingo,30,2344,160,11321141,71,0,0,0,1.77,40004,0
17,Antofagasta,2015,8,3,Lunes,31,3929,258,13998963,54,0,0,0,1.86,29225,0
17,Antofagasta,2015,8,4,Martes,31,3815,290,16426767,57,0,0,0,1.66,34080,0
17,Antofagasta,2015,8,5,Miércoles,31,4151,312,15398097,49,0,0,0,1.83,26920,0
17,Antofagasta,2015,8,6,Jueves,31,3627,272,13359226,49,0,0,0,1.86,26454,0
17,Antofagasta,2015,8,7,Viernes,31,4356,367,17528087,48,0,0,0,1.87,25551,0
